STATISTIC,Statistic Label,MonthID,Month,AuthorityID,Licensing Authority,Type of Fuel,UNIT,CarCount
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Diesel,Number,14
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Petrol and electric hybrid,Number,10
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Electric,Number,21
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202305,2023 May,1,Carlow,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,All fuel types,Number,107
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Petrol,Number,30
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Diesel,Number,37
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Petrol and electric hybrid,Number,15
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Electric,Number,20
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Petrol or Diesel plug-in hybrid electric,Number,3
TEM27C01,New Private Cars,202305,2023 May,2,Cavan,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202305,2023 May,3,Clare,All fuel types,Number,177
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Petrol,Number,51
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Diesel,Number,41
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Petrol and electric hybrid,Number,21
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Electric,Number,47
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Petrol or Diesel plug-in hybrid electric,Number,12
TEM27C01,New Private Cars,202305,2023 May,3,Clare,Diesel and electric hybrid,Number,5
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,All fuel types,Number,188
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Petrol,Number,46
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Diesel,Number,55
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Petrol and electric hybrid,Number,30
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Electric,Number,33
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Petrol or Diesel plug-in hybrid electric,Number,18
TEM27C01,New Private Cars,202305,2023 May,4,Donegal,Diesel and electric hybrid,Number,6
TEM27C01,New Private Cars,202305,2023 May,5,Galway,All fuel types,Number,325
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Petrol,Number,84
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Diesel,Number,82
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Petrol and electric hybrid,Number,38
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Electric,Number,86
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Petrol or Diesel plug-in hybrid electric,Number,29
TEM27C01,New Private Cars,202305,2023 May,5,Galway,Diesel and electric hybrid,Number,6
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,All fuel types,Number,166
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Petrol,Number,59
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Diesel,Number,41
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Petrol and electric hybrid,Number,18
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Electric,Number,33
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Petrol or Diesel plug-in hybrid electric,Number,12
TEM27C01,New Private Cars,202305,2023 May,6,Kerry,Diesel and electric hybrid,Number,3
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,All fuel types,Number,413
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Petrol,Number,121
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Diesel,Number,61
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Petrol and electric hybrid,Number,46
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Electric,Number,136
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Petrol or Diesel plug-in hybrid electric,Number,39
TEM27C01,New Private Cars,202305,2023 May,7,Kildare,Diesel and electric hybrid,Number,10
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,All fuel types,Number,146
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Petrol,Number,45
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Diesel,Number,23
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Petrol and electric hybrid,Number,23
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Electric,Number,46
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202305,2023 May,8,Kilkenny,Diesel and electric hybrid,Number,4
TEM27C01,New Private Cars,202305,2023 May,9,Laois,All fuel types,Number,102
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Petrol,Number,30
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Diesel,Number,29
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Petrol and electric hybrid,Number,13
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Electric,Number,18
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Petrol or Diesel plug-in hybrid electric,Number,7
TEM27C01,New Private Cars,202305,2023 May,9,Laois,Diesel and electric hybrid,Number,5
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,All fuel types,Number,46
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Petrol,Number,14
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Diesel,Number,19
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Petrol and electric hybrid,Number,3
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Electric,Number,6
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Petrol or Diesel plug-in hybrid electric,Number,3
TEM27C01,New Private Cars,202305,2023 May,10,Leitrim,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202305,2023 May,12,Longford,All fuel types,Number,51
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Petrol,Number,12
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Diesel,Number,13
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Petrol and electric hybrid,Number,11
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Electric,Number,11
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Petrol or Diesel plug-in hybrid electric,Number,3
TEM27C01,New Private Cars,202305,2023 May,12,Longford,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202305,2023 May,13,Louth,All fuel types,Number,205
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Petrol,Number,81
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Diesel,Number,27
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Other fuel types,Number,1
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Petrol and electric hybrid,Number,27
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Electric,Number,45
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Petrol or Diesel plug-in hybrid electric,Number,19
TEM27C01,New Private Cars,202305,2023 May,13,Louth,Diesel and electric hybrid,Number,5
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,All fuel types,Number,178
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Petrol,Number,56
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Diesel,Number,56
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Petrol and electric hybrid,Number,27
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Electric,Number,33
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202305,2023 May,14,Mayo,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202305,2023 May,15,Meath,All fuel types,Number,338
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Petrol,Number,101
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Diesel,Number,59
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Petrol and electric hybrid,Number,52
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Electric,Number,102
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Petrol or Diesel plug-in hybrid electric,Number,15
TEM27C01,New Private Cars,202305,2023 May,15,Meath,Diesel and electric hybrid,Number,9
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,All fuel types,Number,53
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Petrol,Number,15
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Diesel,Number,20
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Petrol and electric hybrid,Number,4
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Electric,Number,6
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Petrol or Diesel plug-in hybrid electric,Number,6
TEM27C01,New Private Cars,202305,2023 May,16,Monaghan,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,All fuel types,Number,91
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Petrol,Number,26
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Diesel,Number,31
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Petrol and electric hybrid,Number,8
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Electric,Number,13
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Petrol or Diesel plug-in hybrid electric,Number,11
TEM27C01,New Private Cars,202305,2023 May,17,Offaly,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,All fuel types,Number,461
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Petrol,Number,166
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Diesel,Number,100
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Petrol and electric hybrid,Number,176
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Electric,Number,14
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202305,2023 May,18,Roscommon,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,All fuel types,Number,83
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Petrol,Number,29
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Diesel,Number,16
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Petrol and electric hybrid,Number,8
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Electric,Number,22
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Petrol or Diesel plug-in hybrid electric,Number,8
TEM27C01,New Private Cars,202305,2023 May,19,Sligo,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,All fuel types,Number,113
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Petrol,Number,29
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Diesel,Number,39
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Petrol and electric hybrid,Number,17
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Electric,Number,19
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Petrol or Diesel plug-in hybrid electric,Number,4
TEM27C01,New Private Cars,202305,2023 May,23,Westmeath,Diesel and electric hybrid,Number,5
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,All fuel types,Number,418
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Petrol,Number,119
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Diesel,Number,109
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Petrol and electric hybrid,Number,100
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Electric,Number,48
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Petrol or Diesel plug-in hybrid electric,Number,26
TEM27C01,New Private Cars,202305,2023 May,24,Wexford,Diesel and electric hybrid,Number,16
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,All fuel types,Number,228
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Petrol,Number,65
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Diesel,Number,43
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Petrol and electric hybrid,Number,20
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Electric,Number,84
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Petrol or Diesel plug-in hybrid electric,Number,14
TEM27C01,New Private Cars,202305,2023 May,25,Wicklow,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,All fuel types,Number,288
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Petrol,Number,90
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Diesel,Number,58
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Petrol and electric hybrid,Number,56
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Electric,Number,53
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Petrol or Diesel plug-in hybrid electric,Number,23
TEM27C01,New Private Cars,202305,2023 May,30,Limerick,Diesel and electric hybrid,Number,8
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,All fuel types,Number,539
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Petrol,Number,337
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Diesel,Number,110
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Petrol and electric hybrid,Number,33
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Electric,Number,40
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Petrol or Diesel plug-in hybrid electric,Number,17
TEM27C01,New Private Cars,202305,2023 May,31,Waterford,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,All fuel types,Number,193
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Petrol,Number,69
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Diesel,Number,54
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Petrol and electric hybrid,Number,24
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Electric,Number,33
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Petrol or Diesel plug-in hybrid electric,Number,9
TEM27C01,New Private Cars,202305,2023 May,32,Tipperary,Diesel and electric hybrid,Number,4
TEM27C01,New Private Cars,202305,2023 May,33,Cork,All fuel types,Number,976
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Petrol,Number,335
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Diesel,Number,193
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Other fuel types,Number,
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Petrol and electric hybrid,Number,146
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Electric,Number,199
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Petrol or Diesel plug-in hybrid electric,Number,83
TEM27C01,New Private Cars,202305,2023 May,33,Cork,Diesel and electric hybrid,Number,20
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,All fuel types,Number,4472
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Petrol,Number,1624
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Diesel,Number,850
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Other fuel types,Number,0
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Petrol and electric hybrid,Number,571
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Electric,Number,922
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Petrol or Diesel plug-in hybrid electric,Number,444
TEM27C01,New Private Cars,202305,2023 May,34,Dublin,Diesel and electric hybrid,Number,61
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,All fuel types,Number,5584
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Petrol,Number,1502
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Diesel,Number,1195
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Petrol and electric hybrid,Number,721
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Electric,Number,1783
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Petrol or Diesel plug-in hybrid electric,Number,353
TEM27C01,New Private Cars,202306,2023 June,-,All licensing authorities,Diesel and electric hybrid,Number,30
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,All fuel types,Number,52
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Petrol,Number,20
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Diesel,Number,9
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Petrol and electric hybrid,Number,4
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Electric,Number,17
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Petrol or Diesel plug-in hybrid electric,Number,2
TEM27C01,New Private Cars,202306,2023 June,1,Carlow,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,All fuel types,Number,46
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Petrol,Number,13
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Diesel,Number,17
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Petrol and electric hybrid,Number,3
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Electric,Number,9
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Petrol or Diesel plug-in hybrid electric,Number,2
TEM27C01,New Private Cars,202306,2023 June,2,Cavan,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202306,2023 June,3,Clare,All fuel types,Number,98
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Petrol,Number,26
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Diesel,Number,20
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Petrol and electric hybrid,Number,17
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Electric,Number,29
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202306,2023 June,3,Clare,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,All fuel types,Number,86
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Petrol,Number,23
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Diesel,Number,17
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Petrol and electric hybrid,Number,15
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Electric,Number,25
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Petrol or Diesel plug-in hybrid electric,Number,6
TEM27C01,New Private Cars,202306,2023 June,4,Donegal,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,5,Galway,All fuel types,Number,186
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Petrol,Number,39
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Diesel,Number,52
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Petrol and electric hybrid,Number,14
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Electric,Number,67
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Petrol or Diesel plug-in hybrid electric,Number,14
TEM27C01,New Private Cars,202306,2023 June,5,Galway,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,All fuel types,Number,109
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Petrol,Number,30
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Diesel,Number,41
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Petrol and electric hybrid,Number,9
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Electric,Number,26
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Petrol or Diesel plug-in hybrid electric,Number,3
TEM27C01,New Private Cars,202306,2023 June,6,Kerry,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,All fuel types,Number,261
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Petrol,Number,50
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Diesel,Number,32
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Petrol and electric hybrid,Number,25
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Electric,Number,140
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Petrol or Diesel plug-in hybrid electric,Number,11
TEM27C01,New Private Cars,202306,2023 June,7,Kildare,Diesel and electric hybrid,Number,3
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,All fuel types,Number,69
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Petrol,Number,25
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Diesel,Number,10
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Petrol and electric hybrid,Number,11
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Electric,Number,23
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Petrol or Diesel plug-in hybrid electric,Number,0
TEM27C01,New Private Cars,202306,2023 June,8,Kilkenny,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,9,Laois,All fuel types,Number,59
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Petrol,Number,12
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Diesel,Number,18
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Petrol and electric hybrid,Number,5
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Electric,Number,18
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Petrol or Diesel plug-in hybrid electric,Number,4
TEM27C01,New Private Cars,202306,2023 June,9,Laois,Diesel and electric hybrid,Number,2
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,All fuel types,Number,18
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Petrol,Number,9
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Diesel,Number,4
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Petrol and electric hybrid,Number,1
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Electric,Number,3
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Petrol or Diesel plug-in hybrid electric,Number,1
TEM27C01,New Private Cars,202306,2023 June,10,Leitrim,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,12,Longford,All fuel types,Number,24
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Petrol,Number,4
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Diesel,Number,11
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Petrol and electric hybrid,Number,2
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Electric,Number,6
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Petrol or Diesel plug-in hybrid electric,Number,0
TEM27C01,New Private Cars,202306,2023 June,12,Longford,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202306,2023 June,13,Louth,All fuel types,Number,108
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Petrol,Number,23
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Diesel,Number,35
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Petrol and electric hybrid,Number,8
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Electric,Number,30
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Petrol or Diesel plug-in hybrid electric,Number,11
TEM27C01,New Private Cars,202306,2023 June,13,Louth,Diesel and electric hybrid,Number,1
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,All fuel types,Number,99
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Petrol,Number,29
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Diesel,Number,23
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Petrol and electric hybrid,Number,26
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Electric,Number,16
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Petrol or Diesel plug-in hybrid electric,Number,5
TEM27C01,New Private Cars,202306,2023 June,14,Mayo,Diesel and electric hybrid,Number,
TEM27C01,New Private Cars,202306,2023 June,15,Meath,All fuel types,Number,201
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Petrol,Number,40
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Diesel,Number,42
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Other fuel types,Number,
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Petrol and electric hybrid,Number,24
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Electric,Number,89
TEM27C01,New Private Cars,202306,2023 June,15,Meath,Petrol or Diesel plug-in hybrid electric,Number,5
